事業所名,区,所在地,営業時間,TEL,PCR検査等,抗原定性検査,備考
無料PCR検査場（テレコムセンタービル）,江東区,江東区青海二丁目5番10号　テレコムセンタービルＷＥＳＴ3階,"月〜日（祝含む）　10:00〜19:00
無休",03-5500-0418,True,False,メールアドレスなしで受検可能
清澄白河駅前内科クリニック,江東区,江東区清澄3−4−4　根本事務所2F,"火〜日　10:00〜17:30
月　休み",070-8968-0747,True,False,メールアドレスなしで受検可能
薬局はなファーマシー曳舟,墨田区,墨田区京島1-2-2-F104　イーストコア曳舟商業館1階,"月〜金　14:00〜15:00
土日祝　休み",03-6657-2112,False,True,メールアドレスなしで受検可能
健ナビ薬樹薬局都立大学,目黒区,目黒区中根二丁目12番5号大菊ビル1階,"火木金　13:00〜15:00
土　14:00〜17:00
月水日祝　休み",046-271-7233,True,False,"予約受付窓口：046-271-7233
※予約制：ご予約、お問い合わせは上記番号からお願い致します。
※当日も受付をいたしますが、空き状況を確認の上ご来場ください。"
薬樹薬局北池袋,豊島区,豊島区上池袋四丁目29番9号北池テラス1階,"月火木金土　14:00〜16:00
水日祝　休み",046-271-7233,True,False,"予約受付窓口：046-271-7233
※予約制：ご予約、お問い合わせは上記番号からお願い致します。
※当日も受付をいたしますが、空き状況を確認の上ご来場ください。"
健ナビ薬樹薬局成瀬,町田市,町田市南成瀬1丁目8番地21成瀬メディカルビル1階,"月〜土　13:00〜15:00
日祝　休み",046-271-7233,True,False,"予約受付窓口：046-271-7233
※予約制：ご予約、お問い合わせは上記番号からお願い致します。
※当日も受付をいたしますが、空き状況を確認の上ご来場ください。"
薬樹薬局元町,清瀬市,清瀬市元町一丁目8番20号,"木　10:00〜16:00
月火水金土日祝　休み",046-271-7233,True,False,"予約受付窓口：046-271-7233
※予約制：ご予約、お問い合わせは上記番号からお願い致します。
※当日も受付をいたしますが、空き状況を確認の上ご来場ください。"
クオール薬局西葛西店,江戸川区,江戸川区西葛西六丁目１２番１号,"月〜日（祝含む）　14:00~15:00
無休",03-5679-6389,False,True,※メールアドレスなしで受検可能
お茶の水駅前薬局,千代田区,千代田区神田駿河台２丁目３番地お茶の水高木ビル１階,"月〜土　9:30〜13:30/14:30〜18:00
日祝　休",03-3291-2438,True,True,メールアドレスなしで受検可能
南大井薬局,品川区,品川区南大井6-21-15,"月〜金　10:00〜15:00
土日祝　休み",03-6404-3055,False,True,メールアドレスなしで受検可能
ぷらむ薬局,大田区,大田区蒲田2-5-3,"月〜土　13:00〜15:00
日　休み",03-5714-1730,False,True,メールアドレスなしで受検可能
医療法人誠仁会赤羽PCR検査センター,北区,北区赤羽2-4-14 蛇の目ビルB１,"月〜日（祝含む）　9:00〜19:00
7/2　休み",0120-083-020,True,True,"メールアドレスなしで受検可能
PCR検査のみオンライン方式の対応も可能"
クオール薬局梅ヶ丘店,世田谷区,世田谷区梅丘1-24-12　ピュアライン第7ビル　1階,"月〜金　13:30〜14:30
土日祝　休み",03-5450-7589,False,True,メールアドレスなしで受検可能
クオール薬局月島店,中央区,中央区月島四丁目5番12号,"月水　14:00〜15:00
火木金土日祝　休み",03-3534-5972,False,True,メールアドレスなしで受検可能
クオール薬局狛江店,狛江市,狛江市中和泉1-1-1　　狛江YSﾋﾞﾙ1・2階,"月火水金　9:00〜19:00
木土　9:00〜17:00
日祝　休み",03-3430-3531,False,True,メールアドレスなしで受検可能
クオール薬局南田中店,練馬区,練馬区南田中2-8-16,"土　13:00〜14:00
月火水木金日祝　休み",03-3904-3806,False,True,メールアドレスなしで受検可能
ふたば薬局,八王子市,八王子市千人町２−３−１０,"木　14:00〜15:00
月火水金土日祝　休み",042-669-8188,False,True,メールアドレスなしで受検可能
フラワー薬局西六郷店,大田区,大田区西六郷一丁目１４番１号　パレス西六郷　１階,"月〜金　14:00〜15:00
土日祝　休み",03-5714-5020,False,True,メールアドレスなしで受検可能
患者目線のクリニック虎ノ門　内科・皮膚科,港区,港区虎ノ門1-16-17虎ノ門黒沢ビル5F,"月　10:00〜14:00/16:00〜17:00
火〜土　10:00〜14:00/16:00〜20:00
日祝　休み",03-6268-8797,True,True,メールアドレスなしで受検可能
クオール薬局向島店,墨田区,墨田区堤通1-19-11　ﾘﾊﾞｰｻｲﾄﾞ隅田ｶﾞｰﾃﾞﾝﾌﾟﾗｻﾞ2階,"月水金　13:00〜15:00
火木土日祝　休み",03-5631-7089,False,True,メールアドレスなしで受検可能
医療法人千雅 PCR検査センター秋葉原,千代田区,千代田区外神田４-３-11,"月〜金　11:00〜20:00
土日祝　休み",03-5935-6065,True,True,
クオール薬局四谷店,千代田区,千代田区麹町5丁目4番地セタニビル1階,"水　10:00〜14:00
土　15:00〜17:00
月火木金日祝　休み
※祝は近隣病院に合わせて開局の可能性有",03-3230-3185,False,True,メールアドレスなしで受検可能
フラワー薬局府中寿町店,府中市,府中市寿町２−４−４２,"月〜金　14:00〜15:00
土日祝　休み",042-319-1240,False,True,メールアドレスなしで受検可能
無料PCRセンター東中野駅前,中野区,中野区東中野3-1-2-2F,"月〜土　9:00〜20:00
日祝　9:00〜19:00
無休",03-5337-5599,True,True,"メールアドレスなしで受検可能
オンライン方式の対応も可能"
ケーズ桜台駅前無料PCRセンター,練馬区,練馬区羽沢1-7-7 第二ゼネラルビル2F,"月〜土　9:00〜20:00
日祝　9:30〜18:00
無休",03-6403-4138,True,True,"メールアドレスなしで受検可能
オンライン方式の対応も可能"
平井駅前PCR無料検査センター,江戸川区,江戸川区平井5-21-2 クレア平井ビル6F,"月〜土　9:00〜20:00
日祝　9:00〜19:00
無休",080-3624-4141,True,True,"メールアドレスなしで受検可能
オンライン方式の対応も可能"
YELL合同会社 中河原PCRセンター,府中市,府中市住吉町5-2-2 矢部ビル2F,"月〜土　9:30〜20:00
日祝　9:30〜19:00
無休",042-319-0034,True,True,"メールアドレスなしで受検可能
オンライン方式の対応も可能"
ｸﾘｽﾀﾙ薬局,江戸川区,江戸川区西葛西4-2-34 1階,"水　14:00〜15:00
月火木金土日祝　休み",03-6456-0581,False,True,
クオール薬局練馬店,練馬区,練馬区豊玉北5丁目32番4号角ビル1階,"水　9:00〜10:00
月火木金土日祝　休み",03-5984-1743,False,True,メールアドレスなしで受検可能
クオール薬局　大山店,板橋区,板橋区栄町28-4,"火金　9:00〜10:00
月水木土日祝　休み",03-5248-1595,False,True,メールアドレスなしで受検可能
石井薬局,杉並区,杉並区阿佐谷南2-16-4,"月〜土　9:00〜19:00
日祝　休み",03-3311-1012,False,True,メールアドレスなしで受検可能
中川薬局,港区,港区三田2-7-9　サニークレスト三田 1階,"月〜金　13:00〜16:00
土日祝　休み",03-5427-6728,True,True,メールアドレスなしで受検可能
ヒルマ薬局小豆沢店,板橋区,板橋区小豆沢2-17-1,"月〜金　9:00〜18:00
土　13:00〜17:00
日祝　休み",03-5970-2911,False,True,メールアドレスなしで受検可能
めぐみ薬局氷川町店,板橋区,板橋区氷川町２５−２コーポ豊1階,"月〜土　13:30〜15:00
日祝　休み",03-3963-7020,False,True,"※前日までにお問い合わせください
メールアドレスなしで受検可能"
Bar hikage,練馬区,練馬区関町北4-3-1　房田ビル2階,"月〜土（祝含む）　20:00〜25:00
日　休み",070-8374-6192,False,True,"メールアドレスなしで受検可能
オンライン方式の対応も可能"
赤坂虎の門クリニック,港区,港区赤坂1-8-1 赤坂インターシティーAIR 地下1階,"月〜金　14:00〜16:30
土日祝　休み",03-3583-8080,True,False,メールアドレスなしで受検可能
かすが薬局,練馬区,練馬区春日町3-4-9,"月〜土　12:00〜16:00
日祝　休み",03-5987-0301,False,True,※メールアドレスなしで受検可能
フラワー薬局永福町駅前店,杉並区,杉並区和泉3-4-7　永福町駅前店ｸﾘﾆｯｸﾓｰﾙ1F,"月〜金　14:00〜15:00
土日祝　休み",03-6265-8792,False,True,メールアドレスなしで受検可能
フラワー薬局中村橋千川通り店,練馬区,練馬区中村北四丁目２番３号モリタサンパークビル１０２号室,"月〜金　14:00〜15:00
土日祝　休み",03-5848-5734,False,True,メールアドレスなしで受検可能
クオール薬局　武蔵境店,武蔵野市,武蔵野市境南町2-9-25　ルネステージ武蔵境1階,"土　17:00〜18:30
月火水木金日祝　休み",0422-39-3310,False,True,メールアドレスなしで受検可能
サンキ薬局　幸町店,立川市,立川市幸町3-2-3,"月〜土　9:30〜12:30/14:00〜17:00
日祝　休み",042-538-0222,False,True,メールアドレスなしで受検可能
サンキ薬局本店,立川市,立川市幸町3-1-5,"月〜土　9:30〜12:30/14:00〜17:00
日祝　休み",042-538-7771,False,True,※メールアドレスなしで受検可能
クオール薬局八幡山店,世田谷区,世田谷区八幡山3丁目34-2　ﾘｰﾍﾞ21　1階,"月火　9:00〜11:00
水木金土日祝　休み",03-3329-9584,False,True,メールアドレスなしで受検可能
白金ヴェルデ薬局,港区,港区白金1-26-3　白金ファクトリーファイブ101号室,"土　15:00〜16:30
月火水木金日祝　休み",03-6450-2645,False,True,メールアドレスなしで受検可能
のぞみ薬局,品川区,品川区旗の台4-1-10,"木　14:00〜15:00
月火水金土日祝　休み",03-5788-4161,False,True,メールアドレスなしで受検可能
ふたば調剤薬局,品川区,品川区東五反田4-11-14,"月　15:30〜16:30
火〜日（祝含む）　休み",03-3473-4811,False,True,メールアドレスなしで受検可能
わかば薬局,品川区,品川区西中延2-15-23　アネックス旗の台１階,"土　13:00〜14:00
月火水木金日祝　休み",03-5702-9011,False,True,メールアドレスなしで受検可能
あおば薬局田園調布店,大田区,大田区田園調布3-25-1,"土　14:00〜15:00
月火水木金日祝　休み",03-5483-0330,False,True,メールアドレスなしで受検可能
渋谷調剤薬局,渋谷区,渋谷区広尾5-25-8　第２広尾フラワーハイホームB棟105号,"火　8:30〜9:30
月水木金土日祝　休み",03-3442-8141,False,True,メールアドレスなしで受検可能
フラワー薬局中村橋駅前店,練馬区,練馬区貫井一丁目7番28号　高山ビル1F,"月〜金　14:00〜15:00
土日祝　休み",03-5971-7622,False,True,
オリーブ薬局,新宿区,新宿区下落合1-7-11栄新ビル1階,"月〜金　9:00〜18:00
土　9:00〜13:00
日祝　休み",03-3367-1088,False,True,"メールアドレスなしで受検可能
オンライン方式の対応も可能"
みずほ薬局上町店,世田谷区,世田谷区世田谷3-12-10,"木　13:30〜15:30
月火水金土日祝　休み",03-5426-2363,False,True,
下宿薬局桜丘2号店,世田谷区,世田谷区桜丘2-25-3,"月　14:00〜16:00
火〜日（祝含む）　休み",03-5426-2363,False,True,
下宿薬局桜丘店,世田谷区,世田谷区桜丘2-25-4,"土　13:00〜15:00
月火水木金日祝　休み",03-5799-3555,False,True,
下宿薬局船橋店,世田谷区,世田谷区船橋1-30-3-1-A,"木　14:00〜16:00
月火水金土日祝　休み",03-3706-7381,False,True,
ﾌﾗﾜｰ薬局世田谷桜丘店,世田谷区,世田谷区桜丘4-2-1ｺｰﾎﾟ石川101号室,"月〜金　14:00〜15:00
土日祝　休み",03-6413-9257,False,True,メールアドレスなしで受検可能
赤坂無料検査センター,港区,港区赤坂3-21-17 ASK赤坂ビル7階,"月〜金　10:00〜17:00
土日祝　休み",090-2144-0056,True,True,"メールアドレスなしで受検可能
オンライン方式の対応も可能"
アルコ薬局,目黒区,目黒区下目黒1-8-1　アルコタワー2F,"月　11:00〜14:00
火〜金　11:00〜18:00
土日祝　休み",03-5434-8083,False,True,オンライン方式のみで実施
クオール薬局虎ノ門店,港区,港区虎ノ門1-16-17黒沢ビル1階,"月〜金　13:30〜14:30
土日祝　休み",03-6205-8189,False,True,メールアドレスなしで受検可能
羽田国際空港薬局,大田区,大田区東糀谷２−１１−１８,"月〜金　10:00〜13:00/14:00〜18:00
土日祝　休み",03-6260-0071,True,True,"メールアドレスなしで受検可能
オンライン方式の対応も可能"
池袋PCR検査センター,豊島区,豊島区池袋２−４９−１０,"月〜金　11:00〜22:00
土日祝　休み",03-6260-0071,True,True,"メールアドレスなしで受検可能
オンライン方式の対応も可能"
クオール薬局北葛西店,江戸川区,江戸川区北葛西5-15-2,"月〜日（祝含む）　14:00〜15:00
無休",03-5667-5189,False,True,※メールアドレスなしで受検可能
麻布十番クリニック,港区,港区麻布十番1−7−11 深瀬ビル2階,"月〜日　9:00〜20:00
祝　休み",03-5786-1710,True,True,メールアドレスなしで受検可能
